,id,name,webUrl,addRowsAPIEnabled,configuredBy,isRefreshable,isEffectiveIdentityRequired,isEffectiveIdentityRolesRequired,targetStorageMode,createdDate,contentProviderType,createReportEmbedURL,qnaEmbedURL,upstreamDatasets,users,isInPlaceSharingEnabled,workspaceId,queryScaleOutSettings.autoSyncReadOnlyReplicas,queryScaleOutSettings.maxReadOnlyReplicas
0,1f6d9c95-8581-405b-ad68-e94f95b0fc77,POS Transaction Reports,https://app.powerbi.com/groups/24fd5829-f54e-4eba-8a3a-43f84a6bc60f/datasets/1f6d9c95-8581-405b-ad68-e94f95b0fc77,False,b.joseph@gagroup.net,False,False,False,Abf,2017-07-31T08:54:26.797Z,Unknown,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,24fd5829-f54e-4eba-8a3a-43f84a6bc60f,True,0
1,6a25f78e-cb37-4c40-a631-100cefbc9b94,Dashboard Usage Metrics Model,https://app.powerbi.com/groups/3be941d8-fb28-4603-979b-3795a778c77f/datasets/6a25f78e-cb37-4c40-a631-100cefbc9b94,False,b.joseph@gagroup.net,False,False,False,Abf,2017-07-31T09:01:14.087Z,UsageMetricsUserDashboard,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,3be941d8-fb28-4603-979b-3795a778c77f,True,0
2,916afafc-4cb4-497c-961a-2b9259fd48f0,Report Usage Metrics Model,https://app.powerbi.com/groups/3be941d8-fb28-4603-979b-3795a778c77f/datasets/916afafc-4cb4-497c-961a-2b9259fd48f0,False,b.joseph@gagroup.net,False,False,False,Abf,2017-08-07T04:44:32.42Z,UsageMetricsUserReport,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,3be941d8-fb28-4603-979b-3795a778c77f,True,0
3,4f0914a8-ae3a-454d-ada9-89ce00d75076,Retail Analysis Sample,https://app.powerbi.com/groups/24fd5829-f54e-4eba-8a3a-43f84a6bc60f/datasets/4f0914a8-ae3a-454d-ada9-89ce00d75076,False,b.joseph@gagroup.net,True,False,False,Abf,2017-10-04T04:23:22.597Z,RetailSales,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,24fd5829-f54e-4eba-8a3a-43f84a6bc60f,True,0
4,5a0677f1-3338-4f23-b0d0-342573c8814e,Sales Reports from POS Trans_,https://app.powerbi.com/groups/c3645d22-82b9-42ec-abcf-f72c3bd1099d/datasets/5a0677f1-3338-4f23-b0d0-342573c8814e,False,b.joseph@gagroup.net,True,False,False,Abf,2017-10-04T06:40:55.113Z,Unknown,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,c3645d22-82b9-42ec-abcf-f72c3bd1099d,True,0
5,dbe3596a-f72d-4714-af1d-be4561d9f620,Sales Reports from Ledgers_,https://app.powerbi.com/groups/c3645d22-82b9-42ec-abcf-f72c3bd1099d/datasets/dbe3596a-f72d-4714-af1d-be4561d9f620,False,b.joseph@gagroup.net,True,False,False,Abf,2017-10-08T12:05:32.51Z,Unknown,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,c3645d22-82b9-42ec-abcf-f72c3bd1099d,True,0
6,a3e8d33b-7cd6-4166-8332-08f62070248f,Customer Profitability Sample,https://app.powerbi.com/groups/bb1b6462-69b8-4c4a-b761-a7e999dde14e/datasets/a3e8d33b-7cd6-4166-8332-08f62070248f,False,aida.ma@grandiose.net,True,False,False,Abf,2018-04-09T11:41:11.393Z,Unknown,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,bb1b6462-69b8-4c4a-b761-a7e999dde14e,True,0
7,a0a5c4b0-372d-4fe1-ba6f-fda1d18d65d3,Report Usage Metrics Model,https://app.powerbi.com/groups/bb1b6462-69b8-4c4a-b761-a7e999dde14e/datasets/a0a5c4b0-372d-4fe1-ba6f-fda1d18d65d3,False,aida.ma@grandiose.net,False,False,False,Abf,2018-04-16T10:25:45.62Z,UsageMetricsUserReport,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,bb1b6462-69b8-4c4a-b761-a7e999dde14e,True,0
8,93fc054b-ebfb-45e7-a247-8738b29e2fd6,SalesReport_SectionWise,https://app.powerbi.com/groups/839e437f-7879-45aa-a479-b04812e89a9b/datasets/93fc054b-ebfb-45e7-a247-8738b29e2fd6,False,saumya.s@gagroup.net,True,False,False,Abf,2018-10-18T11:41:10.923Z,PbixInImportMode,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,839e437f-7879-45aa-a479-b04812e89a9b,True,0
9,11b607dd-2a65-4dc1-b4f4-326fb46a94fc,Market Survey,https://app.powerbi.com/groups/839e437f-7879-45aa-a479-b04812e89a9b/datasets/11b607dd-2a65-4dc1-b4f4-326fb46a94fc,False,saumya.s@gagroup.net,True,False,False,Abf,2019-01-28T10:40:53.107Z,PbixInImportMode,https://app.powerbi.com/reportEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,https://app.powerbi.com/qnaEmbed?config=eyJjbHVzdGVyVXJsIjoiaHR0cHM6Ly9XQUJJLU5PUlRILUVVUk9QRS1MLVBSSU1BUlktcmVkaXJlY3QuYW5hbHlzaXMud2luZG93cy5uZXQiLCJlbWJlZEZlYXR1cmVzIjp7InVzYWdlTWV0cmljc1ZOZXh0Ijp0cnVlfX0%3d,[],[],False,839e437f-7879-45aa-a479-b04812e89a9b,True,0
